customer_tweet_id,customer_text,amazon_response
89126,"@AmazonHelp The estimated delivery is this weekend, no you haven't missed it. I noticed the change now, could See the product has been dispatched after I tweeted. Will get back to you if I need further help. Thnx :)","@135280 We do our best to meet the estimated delivery date of the order. Feel free to reach out for any further support and you're most welcome
 :) ^CB"
791489,@AmazonHelp Ya....bt now new order need to be placed,"@201415 Sorry for the experience you had, Paul. I’ll forward your feedback to appropriate team internally so that it is not repeated. ^NK"
2538883,@AmazonHelp All showed as next day prime. I've emailed customer services for explaination,"@125543 Thanks for letting us know, please keep us updated on the reply as the agents will be able to check the order in your account. ^JJ"
2926409,@AmazonHelp It is sold and ship by amazon,"@241895 Thanks for the information. Prime Two-Day shipping refers to transit time, in business days, once your order has shipped.  Some orders require additional processing and handling. To learn more about how shipping is calculated, see here: https://t.co/ReuIZ3RwfS ^JP"
276184,@AmazonHelp 本屋さんで入手できる日時（発売日・ちなみに昨日です）に受け取れる前提で申し込みました。以前、Amazonで注文したときは発売日に受け取れていましたが、いまは難しくなっているということでしょうか？うちの近所の本屋さんでは入荷数が少ない雑誌だったので確実を期して注文したのに,@181979 (1/2)ご心配をおかけしております。お届け予定日はご注文確定前の最終画面にてお知らせしております。また、現在のご注文の進捗状況は以下リンク注文履歴よりご参照ください。https://t.co/X4jnWeXXoL HM
1893384,@AmazonHelp ご連絡ありがとうございます！無料体験も申し込んだ記憶がなかったのですがメールを調べてみたところ８月末に申し込みのメールが来ていました。無料期間から一度も特典を利用していないのでキャンセルできました。ありがとうございます。,@564548 リプライありがとうございました。プライム会員登録キャンセル後、ご請求のあったカードへのご返金処理となり利用明細に記載される予定です。ご心配をおかけいたしました。どうぞよろしくお願いいたします。HM
1078202,@AmazonHelp I've already shared the details contains Amazon invoice and Apple service centre feedback. Pls check and response asap.,@374354 We haven't received your details yet. Please share your details through the secured link provided earlier. ^OS
595639,@AmazonHelp Unhelpful,@261141 It's never our intention to inconvenience you. Please keep us updated and let us know if the parcel is not received by tomorrow! ^CS
1491797,"@AmazonHelp No, I am getting ""your review could not be posted on Amazon"".",@466442 Have you read our review guidelines https://t.co/zzCTQFrUwv ^AS
1026064,"@AmazonHelp 1no kaa chor company he Amazon
Mar lena kuch bhi Amazon c
Call me 9723269852",@190745 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2) ^CB
224562,"@AmazonHelp Since date 29th, i have contacted to CSE, but nthing happened. However just filled ur form.
Let me know the next steps...","@169653 Be assured, we'll check this for you. ^HT"
390425,@AmazonHelp Delivery attempted today but not delivered,@208430 Has the delivery date been missed? ^HA
2810251,"@AmazonHelp while viewing it is saying to 2-4 business days, but just before the payment option in review it is been updated to 3-7(as it is 25-28, pincode is same). people miss the updation in last page mostly. https://t.co/LmkkmLChYB","@783715 Estimated delivery dates on an order are revealed at checkout after calculating all relevant factors such as pincode, distance between fulfillment center and your address, the carrier being used etc. (1/2)^AU"
495871,@AmazonHelp so this is good for me,@231112 Please reach out to us using the link mentioned earlier and we'll look into this. ^MK
447214,@AmazonHelp Alors c'est TNT livraison.,@220939 Veuillez remplir le formulaire sur le lien suivant afin que je puisse vérifier votre dossier de plus près je vous prie: https://t.co/HtUowg2UGX ^BR
902366,@AmazonHelp It’s still not arrived. I’ve waited in all day for this and it’s completely useless tomorrow as I’m not in. Complaints departments number?,@334227 So sorry about this! We want to hear more from you about this. Please reach out to us here: https://t.co/JzP7hlA23B ^VB
145771,"@AmazonHelp Understood.  Thanks for your answer.

How long does the Trial last for?",@149064 The Prime trial is 30 days.^PK
2845430,@AmazonHelp Order was bought off amazon...,"@569114 Did you purchase off of https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, or one of our other partner websites? ^GR"
964978,@AmazonHelp Another grievance I have y different people dealing with 1 query? Can 1 single RESPONSIBLE individual not take care of this?,@326613 We can't access your account directly.  Only once you share them over the link can we pull your account. ^CB
2672292,@AmazonHelp Don’t you understand the meaning of URGENT... or u r an uneducated person... I posted thrice to call me still u r suggesting me smthng else,"@752409 Please click the link mentioned earlier, Select phone, enter your number, desired language &amp; click to call. We'll call. ^BS"
210349,@AmazonHelp It’s Amazon carriers. They seem to only be interested in completing the delivery with no consideration for the customer,"@165787 We would like to make sure this is addressed, please reach out to us here: https://t.co/JzP7hlA23B ^CO"
982992,@AmazonHelp Oh absolutely! Love westerns and I own all the Sergio Leone movies. :),"@353048 Dayummmmm, you are a classic awesomeness. ""FIST BUMP"" What about the cartoons, are you into Dragon Ball Z? ^HA"
1174747,"@AmazonHelp Ba oui mais pas à 22h30 
Mais bon, mieux vaut tard que jamais et mon problème à finalement été réglé...",@396312 Ravie de savoir que votre problème a été réglé . ^BR
676193,@AmazonHelp Non pas encore je tourne la prochaine vidéo setup,"@281295 N'hésitez pas à la partager 😉 
P.S : mon petit doigt me dit que vous êtes fan de Pokémon 😜 
^SM"
420658,"@AmazonHelp There is no delivery/tracking status updated from last 36 hours, please understand the emergency",@215262 I understand the requirement of the order. We'd like to help you out. Could you let us know if you've filled 1/2^AP
2763546,@AmazonHelp J’en prends note et reviens vers vous au besoin. Merci.,@773063 On reste à votre disposition en cas de besoin. ^AR
592120,@AmazonHelp  https://t.co/YXvUQUlcG6,"@260128 I'm so sorry about this, Jay! Please let us know if the package does not arrive by the estimated time frame, we are here to help! ^JY"
1234062,@AmazonHelp All i get is this.... https://t.co/AAFVuNKYG1,@409447 I'm sorry for the wait! Please reach out to us via phone/chat and we'll take a look together: https://t.co/JzP7hlA23B ^KN
1427417,@AmazonHelp お支払い選択に代引きとかないんですがクレジットカードかAmazonカードじゃないと無理なんですか？ https://t.co/KMfSYGiabT,@416297 一部の商品につきましては、代金引換が選択できない場合がございます。https://t.co/0YWbT7BsPG  現金でのお支払いをご希望の場合には、Amazonギフト券のご利用をご検討ください。　SM
1172616,@AmazonHelp Gracias!!!,"@395805 Con mucho gusto, Dani. Estamos para servirte. ^JQ"
2116135,"@AmazonHelp I did. No-one called. How can I get our own label CDs back on? Stuck in FBA warehouses, lots of previously sales. Pls authorise us to sell in popular music! Our CDs are (c) and (p) by us. So much proof of ownership, but no #help",@131826 What options or information was provided when you contacted seller support? Did they respond via e-mail? Be sure to check spam and junk folders as well. We'd like to help! ^ZW
1211748,@AmazonHelp This product's is of no use to me since the shortcomings I mentioned here are obfuscated on your specs section. I just want my refund thanks,"@404408 Did you happen to share your details? If no, please fill in the details here: https://t.co/pNkA6AGT4v we'll help you.^PJ"
1061328,@AmazonHelp Please check your DM,"@370604 Hi, I can confirm we've received your DM and will reply to your message shortly. ^BT"
2184653,@AmazonHelp Was from fnaticshop.eu but seems to come from you so Europe I guess,@183921 We'd like to look into this with you. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B. I hope this helps. ^AX
544369,@AmazonHelp I had to go to my neighbours and it was delivered to the wrong house. Please never use Hermes to deliver to me again they are unreliable and useless,"@246485 Thanks for letting us know you were able to locate your parcel! If this is a repeat issue that you've had with the carrier, please reach out to us here so that it can be escalated:  https://t.co/JzP7hlA23B ^GS"
2937455,@AmazonHelp Yes ive logged out and back in and it's still not processing the card,@812007 Sorry to hear that Richella. Have you tried using an alternative browser or device to add the gift card?^TI
1117972,@AmazonHelp Your arrogance and anti-customer policies will make u akin to snapdeal whose arrogance to retain amirkhan as B/A is niw fighting 2 survive,"@153500 We'd like to look into your concern, kindly connect with us through the link shared earlier and we'll reach out to you soon. ^MA"
2522295,"@AmazonHelp I've emailed and called numerous times now, and I've gotten the exact same generic troubleshooting email that has nothing to do with my account issues in reply. Help??",@718360 Have you received an email from the Account Specialist? ^BA
1687765,"@AmazonHelp Yes, thanks, I saw that b4 I tweeted. I'd already followed all the steps described there. What next?",@512521 Thank you for clarifying. We can be reached for your next steps and available options here: https://t.co/hApLpMlfHN ^DW
934312,"@AmazonHelp Gerne! Ist leider nicht das erste mal das @122924 nicht wie versprochen liefert. 
Wäre alles nicht so traurig wenn ich nicht prime wäre…","@147125 Wenn das öfter vorkommt., melde dich bitte über den Link oben mit einer kurzen E-Mail. Dann muss da nachgearbeitet werden ☕️ ^AN"
281958,"@AmazonHelp Unfortunately, I didn’t receive the message I’m waiting for along time",@183170 Apologies - please reach out via this link : https://t.co/zYVX1Qi29G We will be happy to escalate your concern further. ^TP
247011,@AmazonHelp Shows out of delivery from morning..though not delivered yet. False update🤔 @115851 .,@174678 I'm sorry for the stretch. Please revert to the mail sent by our social media escalations team for further assistance on this. ^AU
1693697,@AmazonHelp Hey Amazon. Remember when you promised me my item would be delivered today? Guess what? It’s 9.20pm and it’s not arrived. Promise broken.,@220654 I'm sorry you haven't received your package. Please contact us via the link provided by ^AR so we can look into it further. ^HM
2384890,"@AmazonHelp Si, ieri ha telefonato mio marito, non ne veniamo a capo, è assurdo",@687390 ti abbiamo risposto nel tuo direct message. ^BC
182795,"@AmazonHelp Shall I expect product to be delivered today?Or I have to wait for the launch of nxt model MotoG6. #AmazonLateDeliveryFestival 
#motoG5Splus",@158931 You must've received an email correspondence from us. Kindly refer the same. ^HK
2571891,"@AmazonHelp I ordered it today, I ordered two items and it's funny that I didn't have any problem cancelling the cheaper item. If you look at my order history you'll see that I've ordered twice instead of going through the incvenience of delivering it I would much prefer to simply cancel now","@729311 We're unable to look into your account via Twitter, but we can go over our available options by phone or chat here: https://t.co/JzP7hlA23B ^WT"
787645,@AmazonHelp Non c’est que à la place que la partie que vous devez collez sur le carton elle a été collée sur le livre,"@307869 Vous pouvez contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
afin de vous proposer une solution ^ME"
442908,@AmazonHelp I just place an call from your link on that link they said we can't find your order and phone automatically cut,@219977 You can reach out to us from the link here: https://t.co/TxK11z5H93 this should allow you to reach out to us. ^HR
838648,@AmazonHelp You cannot return perfume. There should some provision for the return since the quality promised is not delivered.,@319555 I understand your concern. Please share your details here: https://t.co/beaaDm0muc. I'll look into it for you. ^ST
650099,@AmazonHelp Couple of days back 500g nescafe classic was Rs. 980 but today it is Rs. 1030 on amazon.in.,@274553 We have addressed your query here: https://t.co/xvTApuLHmW. Thank you for understanding. ^SI
2549431,@AmazonHelp Still no solution. Is this way such a great company treats its loyal Prime customer? My mob no 7781011704,"@724373 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. 2/2^PJ"
914211,@AmazonHelp it says Delivery date pending but if i were to buy a copy again it says it would be delivered Wednesday. So why does mine say pending?,"@184024 I'm sorry, we can't view account or order info via Twitter. Please let us look into this: https://t.co/Q7Ftz6nj80 ^DO"
206694,"@AmazonHelp Yes I know I can search by email, but is there a way to search by item? Would be a cool feature as we could surprise people with gifts.","@164955 Hmmm... Just to clarify, are you referring to this: https://t.co/FkZj2b15Ba Let us know if this helps! ^FR"
2742953,"@AmazonHelp Muchas gracias, ayer en la noche recibí el pedido :)","@768314 ¡Que buenas noticias Edgardo! ✨ Gracias por informarnos, en caso de cualquier otra consulta estamos a tu servicio. ¡Saludos!  ^PC"
236618,@AmazonHelp I have shard the details,@172352 Thanks for confirming. We'll reach out to you soon. ^SG
397295,@AmazonHelp It was happened on 22 Oct but yet i have not received payment for of refund. Why i have​ to login. In Amazon. 6 days are passed.,@210090 I'm sorry for the delay in resolving this issue. Please reply to the email sent to you by our team. We'll help you. ^PJ
113729,@AmazonHelp @132703 Es que no encuentro cómo.,"@141262 Mayte, en el siguiente enlace puedes encontrar información refrente a los distintos transportistas, para que puedas contactarlos: https://t.co/gU9Pkz1ybX
¡Suerte! ^ES"
1742633,@AmazonHelp yes this was just a feedback and i am sure over time this will be sorted,@525670 Thanks for accommodating. We have already shared your details internally for a review. ^OS
1404008,@AmazonHelp Ja die hat sich grade geändert jetzt heißt es bis spätestens Mittwoch bitte lass es Montag da sein,"@446419 Wir drücken die Daumen, dass es Montat wird 😊 Bei Fragen kannst du dich gern an unseren Kundenservice wenden. ^MH"
2153022,@AmazonHelp I have installed the Amazon app from the Apple App Store.,@632646 Most issues can be solved by reinstalling the app. Please try deleting and installing it again. Keep us updated! ^LR
832712,@AmazonHelp I have revert back on the same mail.,@199335 Thank you. We’ll get in touch with you soon. ^BA
1568791,@AmazonHelp but u can arrange a call back from your end,@483994 As informed earlier we will not be able to arrange a call back from here. Kindly contact us here: https://t.co/rS49hgaADF. ^VH
57468,"@AmazonHelp Another day, another bent vinyl from @115830. Do you have any quality control before sending out damaged products? https://t.co/ya9NAHI827",@129034 Hey Benno! I'm sorry your vinyl came that way. You can see all refund/replacement options here: https://t.co/UM6Pb0q0lx ^AJ
1213331,@AmazonHelp No concerns. Order has shipped since I tweeted.,@404781 Awesome! I'm glad to see it shipped! ^HS
134819,@AmazonHelp https://t.co/alp4iMsJvX,"@146393 Hi, has the order already been completed? If not have you tried to reorder to see if the same thing happens? ^BZ"
480476,"@AmazonHelp Lol... Cool cool... The page is,iphone 8+ page.",@229186 Thank you for flagging this. We'll have this checked internally. ^BV
2960477,@AmazonHelp @119356 so the product delivery got cancelled dis mrng..no contact made nothing..great job Amazon India https://t.co/MJ7rGeirOX,"@813634 As you've confirmed sharing your details, you should've received an email from our team. Please check it using this link here: https://t.co/NTkrxpsbHJ ^KA"
1536937,@AmazonHelp Any feedback?,@476516 Have you reported your concern to our support team using the above link? ^AG
419437,"@AmazonHelp We are trying to follow - but it is bringing fwd wrong acct ie no prime, no orders. We are prime for &gt;3yrs and havr made 66 orders in 2017",@215025 Please contact us again so we can investigate:  https://t.co/JzP7hlA23B  ^TD
2770650,@AmazonHelp To find pizza near my home and she did! 😊👍,@181569 Looks like you're getting well with her. Let us know what else you explored. ^RI
436351,@AmazonHelp @115850 Revert Done.GUARANTEE DELIVERY DATE AGAIN OVER.3RD TIME.NEVER EVER FACE THIS VERY WORST AND IRRITATING DELIVERY SERVICE MY LIFE.,"@218635 I get your concern with the delivery and I'm sorry about this. If you've reverted, we'll get back soon with an update. ^HA"
2276785,@AmazonHelp Aint sharing my order details just sharing the correspondence mail with no action taken further from your end rather then writing a correspondence mail and the reply that you provide in your mail. Just try to have little empathy and understand the situation 1 and half month is,"@635870 As informed earlier this is a social media platform, we can't view your account details. Unless you respond to the correspondence, we won't be able to offer any further insight into the issue. Appreciate your understanding.^HR"
355347,@AmazonHelp 406-7146672-3776353,@200433 We'll not be able to view your order details on social platform. Could you tell us more about your concern? (1/2)
162100,@AmazonHelp Ja. Komm nicht an der Info vorbei. Bei einem anderen Spiel lief es problemlos,"@153423 Dann melde dich doch am besten mal bei uns im Kundenservice: https://t.co/5RHhEVutwe Wir wollen ja, dass du dein Spiel rechtzeitig bekommst. ;) ^BB"
2602958,@AmazonHelp Sold by Amazon LLC. https://t.co/gSTDvjcVqz,"@193322 Thank you for the link, Fred! Amazon works with manufacturers to box products in Certified Frustration-Free Packaging, which reduces the overall amount of materials used. You can read more here: https://t.co/KmIVoa8wP9. Let us know if you have further questions! ^TG"
1209471,@AmazonHelp Still not committing to anything...,"@403925 I'm afraid we can't provide you with a specific time. However, I assure you, we'll respond at the earliest. ^HA"
2355282,"@AmazonHelp @115850 @115851 You are just telling me that my order is delivered. I have requested for the proof of delivery. You are not ready to give me that. Also, you are asking me to now email to the buyer-guarantee team. How many more before I get my refund?","@680129 As informed over the email, please reply to the buyer-guarantee team for further assistance on this. ^NR"
259371,@AmazonHelp so many times. no use except sorry from your bloody team.,@169834 I see that we've already assisted you regarding this. We'll not be able to offer any additional insight in this matter. ^HD
1676488,@AmazonHelp Platform = Nintendo switch. It is on that page yes. i ordered standard version which amazon.uk have listed as 'pre-order' currently,"@509985 Taking a look at the product detail page for this item, it looks like this product isn't released until 20, October 2017. ^KP"
874664,@AmazonHelp Not to my knowledge it's a digital order.,"@327653 Since we don't have acct access via Twitter, pls reach us here via phone/chat for further help: https://t.co/hApLpMlfHN ^KN"
1741657,@AmazonHelp Second mail me disant que je n aurai pas ma commande j ai annulé une seconde fois; j attend la réponse,"@525276 D'accord, veuillez nous tenir informé. ^BR"
1260810,"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD",@415378 Sorry to see the condition of the product. I'll take this as a feedback and forward to the concerned team internally 1/3 ^KA
726794,@AmazonHelp I do not. They drove away after ringing the doorbell.,"@294096 Just to clarify, was the package for you? If so, you can check the carrier here: https://t.co/Y5jpI9gRhE ^WJ"
133684,"@AmazonHelp I contacted the online service rep, but they weren't sure if it was marked in error or not so, I'm in the dark. Need those trousers!",@146136 Can I ask what advice did the customer service team give to you when you spoke with them please?^GA
234214,@AmazonHelp you guys are back to your dirty tricks..this shoe does not exist on amazon.in.  the link takes you to a different shoe which is 7000 shame https://t.co/lKyjZ2KiRJ,@171761 I am sharing your comments with my team internally. We will be working on it. ^CB
975703,"@AmazonHelp C'est fait, mais ils ne proposent pas le remboursement des options de délai de livraison non respectés etc.",@351390 Est-ce qu'une enquête a été ouverte localiser le colis? ^ARC
575379,"@AmazonHelp Ah yes, I did mention that this issue had occurred twice in the same week, and I was simply told that I would be refunded for the last order since it was labeled as lost in transit/delivery over the phone. I just hope this doesn't continue to occur with my future orders.","@255385 Following Black Friday and Cyber Monday deals week, some parcels can take a little longer than normal. You can follow the tracking of your orders by clicking the following link: https://t.co/Y5jpI9gRhE.^BZ"
493375,"@AmazonHelp No package even after your representative assured me this and for sure no 3gbp either, I will take this and open a formal complain for violation of consumer rights https://t.co/lpKQ2E8wCW","@232624 I definitely understand your frustration. We are here to help! Just to clarify, have you received any emails concerning a delay or a new delivery window? ^SC"
2610675,"@AmazonHelp Muito, muito bom 😁! Gosto dos dois, mas, mais de decoração 😉","@738295 Concordo com você 💖, quais outras categorías você gostaría de ver na https://t.co/m5ibk4bEQU? ^MB"
2219952,@AmazonHelp The issue still persists... see the time on the screen shot https://t.co/vcCFgd3Ws8,@648443 Thank you for flagging this. We've escalated this to the concerned team internally. They are working on it. Kindly re-check the same after 12 hours. Please keep us posted for any further concerns. ^BV
990725,"@AmazonHelp That's not very helpful, can't you check when stock will arrive? I mean it's on bloody ebay!",@354684 I'm sorry we can't provide any further information. ^BM
268198,@AmazonHelp You just told me that it isn't available in Canada.,"@179950 I'm sorry for the conflicting information! Due to NFL licensing restrictions, we're unable to offer football in Canada. ^JN"
430710,@AmazonHelp How nu given mere feedback on ur website will resolve issue. The concern I have. Has been already mentioned. Can u help in that ?,@217419 We do not have access to your account over Twitter. Kindly request you to reach out to our support team for further help. ^OS
546391,@AmazonHelp They're arriving Monday according to my account. I ordered early Thursday morning,"@247052 Sorry to hear that. Can I ask if the orders are showing as dispatched? As mentioned by ^GR, we won't charge you for your order until it has been dispatched. ^TI"
971036,@AmazonHelp Team i did..check before you comment i have written more than 7emails,@294193 Thanks for confirming. We'll check this and get back with an update. ^YP
475060,@AmazonHelp Not really. Going out now hopefully be home before the parcel is out for delivery. Just a bit mad cause this is the first time in the 10 or so years of using amazon my prime delivery hasn’t come on time,@228058 Please keep us updated on how the delivery goes. For future refrence you can put in safe place instructions on your orders if you need to pop out. More info can be found here: https://t.co/83hJA6vq1M.^SM
2008243,@AmazonHelp Out for delivery https://t.co/qgRtykLP0p,@593844 I apologize for the poor experience! Please contact us via phone or chat so we can further discuss: https://t.co/JzP7hlA23B ^MW
1340720,"@AmazonHelp non je n'ai pas contacté le SAV, c'est indiqué avant 20h par Chronopost mon numéro de suivi est SA458149910JB","@428947 Votre colis a bien été mis en livraison, n'hésitez pas à nous tenir au courant ;) ^MH"
28918,@AmazonHelp Inconimg option not availble on the mail id,@122366 Kindly reply to the email you've received from our account specialist team for further assistance on this issue. (2/2) ^RI
579031,@AmazonHelp I have just received an email saying they've contacted the courier &amp; have said it was handed to someone at my house but I can assure you we weren't in we left home at 5.50 to go for a meal &amp; it said my parcel was left at 19.00 &amp; they're wasn't any parcel with my neighbour!,@256340 Please try contacting us via phone to discuss this https://t.co/oGDklGgbCZ an associate should be able to help you out.^SM
64192,@AmazonHelp Still no call back...,"@130736 Hi Dan, were you not able to reach us via phone from the link provided? You can also reach us via chat to discuss the issue.^PJ"
1379100,@AmazonHelp Já o segundo se encontra a caminho,@440957 2/2 conferirmos o acontecido: https://t.co/qGpkDwGRhX ^JD
1142002,@AmazonHelp Ok i will delete those details but i am expecting sensible response from ur side,@388804 Sure thing! We'll look into the issue and will get back to you at the earliest. ^OS
2785920,@AmazonHelp わざわざありがとうございます,@777812 最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY
1439786,"@AmazonHelp Pls tell me more how I can give u more details.
Am not lying",@454125 Kindly fill the details in the form shared earlier and we will get back to you. We wouldn't require any additional details. ^BV
446057,@AmazonHelp package lost nobody wants to contact UPS on my behalf. amazon website says package delivered however ups tracking says unable to locate package.,"@220647 When you spoke with us, what information were we able to provide? Have we asked you to wait until a certain date to see if your order does arrive? ^RA"
2868344,"@AmazonHelp Lo envío AmazonMx. Como soy Prime, pedí unas cosas cosa y aún no me entregan y como son un regalo los quería entregar ayer... y pues se quedaron con las ganas y yo también.","@796581 Entiendo Juan Pablo, sin compartir información sensible de tu cuenta como números de pedido, puedes indicarnos ¿cuál es la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^MZ"
1277437,@AmazonHelp No but I want it before one day as earlier it was mentioned delivery by tomorrow and while placing order it got changed to Wednesday.,@137095 promise a faster delivery. We'd appreciate your understanding. 2/2 ^MA
877693,@AmazonHelp This doesn't help! Apparently it's been delivered and signed for by someone who doesn't even work at my work?,@328353 Oh no! Allow us to take a closer look at the account with you here: https://t.co/JzP7hlA23B ^QJ
1097355,@AmazonHelp Three people have already investigated. This is one order in a long string of screw ups since your new delivery carriers. I’m done.,"@378931 Ok, really sorry about this. ^KM"
1771801,@AmazonHelp ご丁寧にありがとうございます。,@532562 とんでもないことでございます。今後も万が一ご不安なことがございましたら、ご遠慮なくお知らせください。 YM
81257,@AmazonHelp マンガとか音楽も使えるのですか？,@134044 Amazonプライムの特典についてでしょうか？その場合はこちらのページをご覧ください→https://t.co/4zge8YK7Jq SK
1554915,"@AmazonHelp 日本語で失礼します。お返事、感謝申し上げます。280円は共通で税金は変動します。ギフト券の中に2,000円の税金が入っているのに、変だと気が付きませんか?",@480885 大変恐れ入りますが、問題が特定できませんでした。お支払いに2000円のAmazonギフト券をご利用されていないということでしょうか。お手数ですが疑問に感じられている内容について詳細を教えていただけますでしょうか。SK
445457,@AmazonHelp In the last 5 days I’ve had 3 different delivery drivers trying to deliver me parcels which aren’t even for me.,@220497 Thats very strange Emma! Could you tell us if your address was on the parcels? ^HS
2789038,@AmazonHelp ¡Muchas gracias! Contactaré con ustedes si sigo con alguna duda. 😊,"@778521 Con gusto sara, estamos para ayudarte. ^JJ"
1089753,@AmazonHelp Email id is __email__..make my pickup today bcz I have to order two redmi mobile tomorrow so that I can pay frm my Amazon pay balanc,@120933 consider it to be personal information. Our Twitter page is public.​ 3/3 ^EM
2766330,"@AmazonHelp 是非よろしくお願いします✨
クレオンしんちゃんも56話から使用不可の文字が…😢
終わっちゃうんですか？😭😭",@773638 申し訳ございませんが、プライム・ビデオ対象作品は変更されることがございます。見放題配信終了作品については、リンクのページをご参照ください。https://t.co/GlKLiH0cjo TN
2161778,@AmazonHelp This i have done 10 times. i have had chat and call everything but still no written confirmation on my product return request . Amazon india is cheater.. #amazonneedmy15k,@634815 We're unable to access your account details on Twitter. Please share them on the link above. We'll assist you. ^PS
1386526,"@AmazonHelp Si, pero no me aparece un opción para cancelar.  La casilla no me aparece.","@442628 Nos puedes decir por favor, ¿los pedidos fueron gestionados y vendidos por Amazon o por un vendedor externo? ^JJ"
1384812,@AmazonHelp  https://t.co/3USvyi2ac3,"@442246 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA"
2510910,@AmazonHelp Liebes Amazon Deutschland... ich weiss ..in Deutschland klappt das...bei Amazon.ca leider nicht....die haben es erst am 29. losgeschickt,"@715703 Das tut mir leid 😣Ich hoffe, du bekommst es dennoch so schnell als möglich! Drücke die Daumen 👍^AS"
1129390,@AmazonHelp How many times?? It is just timepass.!!! https://t.co/gnQErh9Tfg,@383795 Kindly check it here: https://t.co/8DAc10S7ww 2/2 ^AP
1570237,"@AmazonHelp Its almost 10 days no resolution given to me. @115851 , @121284 , @115833 , @115850",@475024 Have you reached out to our https://t.co/nUUp5MLhYl support center? If not please reach out to from here: https://t.co/eJXKURvpr8 for any update.^HR
2290044,@AmazonHelp @115850  I've already replied last time. How much time I've to reply?,"@623801 I understand that this trail is tiresome. A correspondence will be sent in 12 hours once we receive your write back, you should have received an updated email from Social Media. Kindly check. ^MJ"
242907,@AmazonHelp No mails no replies...u shud have called us and shared the status of replacement of phone,@161050 may resubmit the details using the link shared earlier. (2/2) ^GK
707930,@AmazonHelp @115851 already replied kindly acknowledge,"@289233 If you've responded to that correspondence, we will surely get back to you with an update, Ratnesh. Request you to wait. ^NK"
1892047,"@AmazonHelp Thanks Amazon, I sent the feedback. I love the mat.","@564181 You're very welcome, Candace. Thanks for helping us improve! I'm glad you love your mat! ^HS"
2522317,@AmazonHelp The seller was Amazon before copies ran out.,@407433 We would like to look more into this. Please reach out to us via phone or chat for available options: https://t.co/hApLpMlfHN ^JP
2552233,@AmazonHelp Submitted details,@723871 Thanks for confirming. We'll reach out to you soon. ^SG
969824,"@AmazonHelp i have done that twice already..if you still need me to provide my details, you are not really good at your job",@350165 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ ^HR
2291419,"@AmazonHelp Details shared. No one contacted, no refund either.",@665514 We've emailed you here: https://t.co/DTSNmGldJf Kindly check and write back to it for further assistance. ^SY
2609884,"@AmazonHelp thanks, email has been sent",@650141 You're welcome. Let us know if you need anything else. ^ES
64040,"@AmazonHelp Thank you for providing that information, it is very helpful. The problem is ""Free Delivery"" with Prime is less of a perk when the recourse is a refunded shipping fee.

I literally don't have a place to sleep because I expected to receive this mattress by the ""guaranteed"" date.","@130704 Apologies for the delay, Barry.  Some deliveries may take slightly longer than usual due to this busy period, we appreciate your patience. Did you receive a new delivery date?^CN"
2584163,@AmazonHelp  https://t.co/GauvEc9IgR,"@732298 Hi, sorry to hear you're waiting for a call back. When did you request this? ^ES"
2789155,"@AmazonHelp I did, and the rep I talked to told me nothing new, all he said was that it's delayes until December. I then tried cancelling my order, and the cancellation failed. How can I not cancel an item that doesnt ship for a month?","@455410 My team would like a second chance to look into this, or assist in attempted cancellation if you choose. Please reach back out to us here: https://t.co/hApLpMlfHN ^RM"
689456,"@AmazonHelp Nothing outcome, they put me on hold to connect to management but call is on hold for almost 15 mins.. guess no one available to answer why it is not delivered","@284753 We want to make sure you are taken care of, please let us know the outcome of the call. ^KB"
198680,"@AmazonHelp you guys kept charging my card $53, then refunding me for an Amazon Prime membership when I never said I wanted to sign up for it.","@162744 Oh! I see! Was an order placed recently using the Prime Shipping option? If so, that may explain the reoccurring charge. ^FR"
191605,"@AmazonHelp https://t.co/fHpkPWFojX

https://t.co/KxgyBV8iyX

https://t.co/6gXuwRGzUt

https://t.co/0sozBsx1K0

4 items in total",@161035 Some items need additional processing time. Delivery speeds refer to transit time after dispatch: https://t.co/OqwXejZqSg ^RA
363666,@AmazonHelp Why would they issue a service denial letter from a service center if THEY HAVE A SERVICE CENTER in some place else? What is this a joke?,@202184 In that case you can get the product serviced. Do keep us posted for any further concerns. ^SG
311530,@AmazonHelp hope so.,@190398 We are on it for you. Appreciate the patience. ^AB
80585,@AmazonHelp It has essentially looked like this every day since Monday... https://t.co/xIyeFhpDSq,@133885 Thank you for providing us more information. Please allow us another chance to look into your order: https://t.co/hApLpMlfHN We'd like to ensure this is delivered. I truly appreciate your patience.
1152681,@AmazonHelp I’d like to but wouldn’t know how or where to do this,@391237 You can contact our costumer service via the following link:  https://t.co/hgIrz98cdI ^BR
