thread_id,tweet_id,created_at,text
2358897,2358899,2017-11-13 21:23:51+00:00,@AmazonHelp over 36 hours ago.
183431,183435,2017-10-04 10:49:27+00:00,@AmazonHelp Bought LG Q6 on 18 September with No Int. EMI. While checking out Use wallet was automatically checked and now the support wont make it EMI
481696,481700,2017-12-01 14:09:15+00:00,@AmazonHelp This is the explanation from @UPSHelp - apparently their ENTIRE Md warehouses too full so they can't unload new shipments - SO IS EVERYONE IN MARYLAND JUST OUT OF LUCK AND PACKAGES A WEEK FREAKING LATE? https://t.co/xa2r9JHhfO
526161,526165,2017-12-02 08:03:39+00:00,@AmazonHelp This morning at 4:24 am. It went from California to Kentucky.
837829,837828,2017-10-13 10:21:43+00:00,"@AmazonHelp Je viens d’appeler le service client; la personne s’en occupe. Si ça ne marche pas, vous perdez un (bon) client."
1676619,1676625,2017-10-17 23:47:08+00:00,@AmazonHelp I m not sure  product will be delivered today or not. Let see what is going to happen your agent will come with same old story or new story
1031586,1031580,2017-10-23 04:42:00+00:00,@AmazonHelp @115850 I expect u to call me. I hope my no. is available. this is the 5th time I m trying to get my money back.
1058816,1058815,2017-10-23 12:34:33+00:00,"@AmazonHelp Ich habe als Prime-Kunde Prime-Artikel bestellt, daher denke ich, ja. Ist zum Glück nicht allzu dringend. Ich warte mal ab :)"
197648,197611,2017-10-05 05:49:56+00:00,@AmazonHelp How to check that???? While i an not a spammer i think my account was spammed
1131305,1131308,2017-10-25 17:38:41+00:00,"@AmazonHelp Mr./Ms. ^NK, what happened to your 12hrs commitment.I said yday itself that u r joking.i know your efficiency &amp; Customer consciousness. puke"
1950041,1950039,2017-10-18 15:09:04+00:00,@AmazonHelp @577875 Same happened with me for one plus five delivery from Amazon is turning worst...
1732615,1732616,2017-11-07 13:58:07+00:00,"@AmazonHelp And also, I took today off work to receive the promised order. I'll never preorder from Amazon  again."
985196,985197,2017-10-14 10:05:53+00:00,@AmazonHelp I would continue to post till the order is delivered to me. Let public know about service of amazon
780829,780836,2017-10-12 15:29:01+00:00,@AmazonHelp Called your customer support twice a day from 9th oct till today..
1223269,1223270,2017-11-02 12:27:34+00:00,"@AmazonHelp This is appearing. Can't write feedback. ""gifts won't appear in list"". request u to escalate from here only. https://t.co/zwoxF6J1b8"
2907760,2907764,2017-11-28 20:31:53+00:00,@AmazonHelp Neither of those options are acceptable to me so I said so. Now they’ve texted me a new delivery date (a day that I’m not at work) but I’ve sent five emails asking them to confirm I won’t be charged the extra £30 before I accept the slot and they’ve responded to none.
1220877,1220876,2017-10-25 15:24:48+00:00,@AmazonHelp I don’t have a username and password because I don’t even have an account? Is there another way I can contact you
253949,253955,2017-10-05 19:38:07+00:00,@AmazonHelp The only option I was given was for them to change it for tomorrow.
1583681,1583683,2017-11-04 20:39:19+00:00,@AmazonHelp ALL day it said it was on its way and nearly the full bar was full but now its not! https://t.co/tGvNb1qHQy
2603111,2603112,2017-11-17 09:03:46+00:00,"@AmazonHelp Howcome somebody else got the deal a while ago and not me?! 
I really wanted to buy that deal :("
191751,191742,2017-10-05 15:01:39+00:00,"@AmazonHelp Submitted my form earlier , no calls or msg till now 
Hence again Proving Poor Response Worst @115850 @AmazonHelp"
314026,314028,2017-10-07 06:22:33+00:00,@AmazonHelp Your on call executives have no idea about what they are talking about. I need some better assistance urgently.
2475902,2475899,2017-11-15 14:27:23+00:00,@AmazonHelp Offer to buy again. No option to send back. The product was bought in April 2017. https://t.co/THGFTuEZ8I
439654,439653,2017-10-11 10:23:17+00:00,"@AmazonHelp Sí,luego iré a recogerlo y pondré una reclamación a @132703, ya q los d Albal, están siempre dando problemas.Por vuestra parte todo Ok"
1734537,1734538,2017-11-07 13:45:51+00:00,"@AmazonHelp Haven't placed order, because Saturday is too far away. Now ending trial. Other services can deliver tomorrow. Why should I wait?"
1728618,1728620,2017-11-07 10:20:55+00:00,@AmazonHelp I have replied ur email and give u last warning to you return my money immediately! You fuckers ! Buch of criminals!
2273423,2273421,2017-11-11 12:58:55+00:00,"@AmazonHelp Nothing, just an email as though everything was fine. I ordered next day delivery as per usual and woke up to a 'your order is out for delivery, due Monday' when I'm unlikely to be home"
1281386,1281379,2017-10-26 17:27:05+00:00,"@AmazonHelp Mañana, pero la última vez que ocurrió esto, me lo entregaron al martes siguiente, es muy raro que a estas alturas no este listo el paquete"
2303886,2303899,2017-11-15 06:23:04+00:00,@AmazonHelp Never heard back from this rep I spent almost an hour on the phone with last night either. Tomorrow will mark my 5th call of the week! Can't wait 🙄 never mind the countless emails and tweets. Amazon sure knows how to treat loyal customers https://t.co/VtK1FNXBdT
1044927,1044926,2017-10-23 09:53:31+00:00,@AmazonHelp I did and call didn't happen
2394438,2394436,2017-11-14 12:28:36+00:00,@AmazonHelp D’accord je vous remercie. Bonne journée :)
2787726,2787727,2017-11-21 19:56:56+00:00,@AmazonHelp Which I believe would've been handed off to USPS once reaching the US
235720,235724,2017-10-05 14:02:15+00:00,@AmazonHelp It’s Amazon Shipping
1073730,1073726,2017-10-23 16:12:08+00:00,@AmazonHelp Yes order was placed on amazon.in and order no is 408-9230945-5135569 dt. 17/10/2017
1387406,1387411,2017-10-17 11:06:41+00:00,@AmazonHelp Till now i have not received
95299,95296,2017-11-29 21:44:34+00:00,@AmazonHelp Thanks. Will do.
747706,747714,2017-10-11 17:43:02+00:00,@AmazonHelp This is how far I'm  living from main town..
926679,926681,2017-10-21 14:40:38+00:00,@AmazonHelp https://t.co/r2T86VL4hB
1097890,1097888,2017-10-15 05:34:47+00:00,@AmazonHelp link not working.
2390409,2390403,2017-11-14 09:35:04+00:00,"@AmazonHelp https://t.co/CetrSeFQV9, and yeah I guess when he get back from his trip, kinda sucks due that you guys Ruined my birthday, Only thing had to look forward too now I got nothing just but sadness."
683756,683752,2017-11-23 12:18:18+00:00,"@AmazonHelp Non, mais comme j’ai jamais eu de soucis avec vous j’men fou, juste que les 10€ de plus j’les ai senti passé"
183521,183516,2017-10-04 11:14:39+00:00,@AmazonHelp No sir now it was not showing 😁
2814414,2814416,2017-11-27 02:43:31+00:00,@AmazonHelp already communicate me. and I did not get any answer .. I need to unlock the account so that my orders are released. Does anyone speak Spanish?
166470,166468,2017-11-24 21:04:32+00:00,@AmazonHelp La próxima vez comprueben la información. Que me hacéis perder el tiempo inútiles.
1412351,1412352,2017-10-16 17:50:00+00:00,@AmazonHelp I did. Finally resolved after jerking me and UPS around - supervisor stating they UPS could return which they couldn’t. (Its “iain” btw).
1211719,1211728,2017-10-25 12:48:19+00:00,@AmazonHelp thank you
284039,284045,2017-10-06 14:57:55+00:00,@AmazonHelp Nope. I just told you only
789277,789278,2017-10-12 11:37:08+00:00,@AmazonHelp Oh I see. So do I have chance if I watch 5 new titles again?
1495215,1495216,2017-11-03 13:45:28+00:00,@AmazonHelp It shipped and arrived yesterday
1496607,1496608,2017-11-03 12:28:11+00:00,@AmazonHelp Hab euch eine Nachricht geschickt
1126652,1126656,2017-10-16 07:26:34+00:00,@AmazonHelp Yes I have provided the details...
528212,528206,2017-12-02 09:23:49+00:00,@AmazonHelp Customs did not impose restrictions on shipping from Britain
2434610,2434611,2017-10-29 14:08:01+00:00,@AmazonHelp Mais de rien. Quand quelque-chose fonctionne on oublie trop souvent d'en faire part. Si j'habitais plus près je postulerai chez vous. Bon dimanche!
643720,643705,2017-10-13 05:25:26+00:00,"@AmazonHelp Yes, if you still can't see, it's 7017578720. Just see status of my order shown in your app? What a professional app?? On13th it shows exp 9 https://t.co/7rWYq17OPm"
2375332,2375334,2017-11-14 02:45:11+00:00,@AmazonHelp The women I spoke with only said that the packages would be delivered today. No options listed. I was told that you have your own drivers (I was going to see if it was my mail carrier who was causing the issue but the CS rep said that was not the case)
608136,608133,2017-11-22 12:50:48+00:00,@AmazonHelp 予約出来ました!ありがとうございます!
1041231,1041230,2017-10-28 12:22:27+00:00,"@AmazonHelp @128308 m tlkng abt 1. havng #SwitchOffFacility voice/Button2. making voice search across all apps &amp; not jst to #amazonprimeHome"
2279017,2279018,2017-11-11 19:28:14+00:00,@AmazonHelp Mas podiam também NHL &lt;3 Amo hóquei
326304,326369,2017-10-07 16:26:36+00:00,@AmazonHelp Can I change the delivery address. Payment failed
222805,222798,2017-09-27 14:02:14+00:00,@AmazonHelp please provide comensation also for big big delay in cashaback and trouble caused to me
295335,295343,2017-10-07 08:50:01+00:00,@AmazonHelp That takes me to the page to sign up for text trace.  I was already signed up but I don't get any texts.
2171074,2171078,2017-11-17 21:50:28+00:00,@AmazonHelp The Carrier is Amazon Shipping. I am also being told on the website expected delivery is now the 18th-22nd? So i might not receive the actual Game until Thursday...
1623713,1623714,2017-10-29 20:48:11+00:00,"@AmazonHelp I talk to your CS people, I fill out complaint forms and it gets worse. I feel like every time this happens we start over with new problems."
2166589,2166584,2017-11-09 09:55:40+00:00,@AmazonHelp Pris en charge dans l’agence régionale et le colis a été remis à Colis Privé le 7/11.
292825,292831,2017-10-07 02:08:13+00:00,@AmazonHelp I did not recieve the order and Ur agent marked it as product delivered
520684,520688,2017-12-02 05:31:39+00:00,"@AmazonHelp ""We are unable to validate the Gift card / Voucher code you have entered. Please recheck the Gift card / Voucher code before trying to add it again in your account.""

By the way, this happened to my four different codes. What can be the problem"
2318997,2319003,2017-11-14 11:11:05+00:00,@AmazonHelp Hi team still pick up has not happened for my damaged crockery.
180434,180435,2017-10-04 12:45:11+00:00,@AmazonHelp Nemmeno trovare la propria anima gemella dà la sensazione di completezza del corriere Amazon che ripassa in giornata 💘
2300226,2300230,2017-11-12 16:54:56+00:00,"@AmazonHelp I mean I guess I’ll try calling again, because the first two times no help was offered other than a “promo” to my account."
804814,804818,2017-10-12 17:45:28+00:00,@AmazonHelp Thanks
1515351,1515345,2017-11-03 18:30:32+00:00,@AmazonHelp Y’all deliver our packages to the wrong house every time. We literally brought cupcakes to our neighbors as an apology for all the boxes
1248262,1248275,2017-10-31 19:26:58+00:00,@AmazonHelp Reached out
985083,985085,2017-10-14 12:00:55+00:00,@AmazonHelp It was very shocking to know that even you don't know the status of my product !
2588270,2588271,2017-10-30 18:57:20+00:00,@AmazonHelp Absolutely none as they said i need a tracking/purchase numbee But as iv not bought this item i havent got one &amp; its blank on the card :(
2291091,2291099,2017-11-12 10:38:27+00:00,@AmazonHelp  https://t.co/st1HCANWCU
2319606,2319607,2017-11-13 15:43:01+00:00,@AmazonHelp Nearly the delete permanently button is still greyed out.
197996,197997,2017-10-04 14:06:35+00:00,@AmazonHelp We already have and we requested for our replacement phone to be sent via a different courier and again you're sending it by @116324 😡
2627702,2627703,2017-11-17 19:37:40+00:00,@AmazonHelp nope
1124521,1124522,2017-10-24 09:13:57+00:00,@AmazonHelp Please improve your system
1489155,1489153,2017-11-03 08:58:33+00:00,"@AmazonHelp No, no reason for delay and do I get my extra 40€ back for priority shipping when it was not a priority? I have emails proof of everything.."
1537428,1537429,2017-10-17 02:05:36+00:00,@AmazonHelp I wouldn't have to if u could do your job properly. Let public see how you fail to keep your promises #unhappydiwali #whereismyorder
2483730,2483735,2017-10-30 01:11:37+00:00,@AmazonHelp Thanks here is the link https://t.co/IMAm8jHQkY
382263,382264,2017-10-27 11:32:07+00:00,"@AmazonHelp Well, we haven't actually bought those items yet, but we do have these we prepared earlier. https://t.co/IbQ8mUZ4zc"
925347,925352,2017-10-25 06:41:50+00:00,@AmazonHelp Danke!
175368,175367,2017-11-24 23:48:45+00:00,"@AmazonHelp Difficulté à avoir du stock.
Or, @157182 annonce un réassort le 5 Décembre et jusqu'à présent on m'avait promis une livraison à cette période. Maintenant on annule à nouveau cela signifie que @157182  à donc menti (une fois de plus) sur le réassort ?"
894598,894599,2017-10-14 22:40:20+00:00,@AmazonHelp Some Help?  I'm being told to buy from another seller.  Thought you stood behind your products @115821 https://t.co/b520YmJVVt
2950743,2950742,2017-11-29 17:21:08+00:00,@AmazonHelp Pas encore ;) Je me garde 1-2 jours encore si jamais ^^
1131232,1131240,2017-10-26 06:54:02+00:00,@AmazonHelp There’s the usual button - did I solve your problem but no point in pressing that because it isn’t solved. Has been better recently but now😫
938013,938014,2017-10-21 18:48:15+00:00,@AmazonHelp Mobile app (running latest software). The songs are also missing when playing the playlist through Sonos.
132516,132522,2017-11-24 11:33:20+00:00,@AmazonHelp « Le code promo que vous avez saisi n’est pas valide »
608074,608075,2017-11-22 12:25:30+00:00,@AmazonHelp Sir Mene ye mob order liya tha is mob mai problem hai Jo mereko apne diya hai https://t.co/vsX2zwlBxu
231566,231570,2017-10-06 09:48:20+00:00,@AmazonHelp Sorted. Thanks for your help. 😊🙏
1566956,1566957,2017-10-17 05:55:59+00:00,@AmazonHelp Thank you
440269,440217,2017-10-25 17:37:20+00:00,@AmazonHelp Plz find across the snap of my reply on the mail thread sent by you ppl https://t.co/lYJxzmlxCM
363346,363347,2017-10-08 21:05:43+00:00,@AmazonHelp october 16-20
2472408,2472409,2017-11-15 12:36:21+00:00,"@AmazonHelp Dankeschön. 🙂Paket wurde von DHL wieder „an euch“ zurückgeschickt, da meine Adresse angeblich unbekannt ist (Adresse ist natürlich korrekt 🙄)und wurde letzten Donnerstag kurz nach Mitternacht zugestellt. Da die Rückvergütung 2-3 Werktage dauern soll, warte ich diese Woche noch."
783780,783784,2017-10-12 08:16:02+00:00,"@AmazonHelp No problem. It's been the first time in like 15 years. The ""mad as hell"" wasn't meant seriously. I feel bad now for the tweet! 😘"
2265541,2265514,2017-11-14 04:58:15+00:00,@AmazonHelp Till now i didn't get any reply... Is that your services #Amazon_India wrost services ever... I need my money otherwise i have to go CC
105212,105215,2017-11-30 18:32:14+00:00,@AmazonHelp Hi - I'm not sure I have it written down in my Christmas To Do list - but probably an aggregate like RetailMeNot.  ?
1404795,1404794,2017-10-28 18:19:45+00:00,"@AmazonHelp Oooops, pensé que no correría ningún peligro. Gracias por el dato."
1069883,1069884,2017-10-14 23:29:08+00:00,"@AmazonHelp Yes, I've received 2 updates from the app since, both with conflicting information and indicating the delivery won't be tomorrow as promised"
1554836,1554837,2017-11-04 12:05:19+00:00,@AmazonHelp La Poste.
720775,720776,2017-10-11 01:56:52+00:00,"@AmazonHelp That’s what I got, but when I turned it on to get started it said I get 1 month free and then charged 2.99 for one kid profile."
1532110,1532117,2017-11-04 01:39:39+00:00,"@AmazonHelp If this *DVD store* mishandled one DVD out of three in the order, where are the other two? Whole order is marked as ""delivery error"" 10/24."
2828828,2828829,2017-11-27 15:12:04+00:00,"@AmazonHelp I don’t know as since starting the return process I can no longer track it myself.
I just want my money back for the item I never received. I don’t understand why this is so difficult."
727851,727855,2017-10-11 09:03:21+00:00,@AmazonHelp #406-1208437-8587531
1286395,1286400,2017-10-26 19:21:40+00:00,"@AmazonHelp Crédito. É o q sempre uso pra compra de ebook e livros físicos.
O outro tbm é crédito, no nome da minha mãe."
2154224,2154225,2017-11-26 17:43:24+00:00,@AmazonHelp @14398 no one contacted. Is it you or your associates are intentionally doing. Last 5 shipments are not delivered from DEL3 sonipat
2435681,2435689,2017-10-29 15:12:46+00:00,@AmazonHelp Can’t be bothered to deal with this anymore.
2284741,2284744,2017-11-11 15:21:23+00:00,@AmazonHelp  https://t.co/8XvLlmexcF
909022,909024,2017-10-21 09:15:55+00:00,@AmazonHelp The order is not yet delivered.
1200812,1200813,2017-10-25 09:19:22+00:00,"@AmazonHelp Is that the service you give to your so called ""PRIME"" members?"
1152578,1152581,2017-10-26 04:36:37+00:00,@AmazonHelp @115850 wer is the solution for my query
525548,525546,2017-12-02 06:21:37+00:00,@AmazonHelp I have reported my complaint already.. 2 days ago. But no response from ur side. I'm not expecting this. Pls refund my amount as soon as possible. I would prefer another service provider
2470088,2470089,2017-11-15 11:16:08+00:00,"@AmazonHelp I got next day delivery because I really needed these today, our safe place is safe and out of sight... Now I can't change delivery address for tomorrow's redelivery?! Didn't let me change it online or on the app"
2081541,2081543,2017-10-19 03:44:59+00:00,@AmazonHelp My next day delivery never arrived. Chat just ‘promised’ to have it delivered tomorrow but I was promised that today. My issue isn’t even...
1112095,1112097,2017-10-24 02:23:49+00:00,@AmazonHelp I was expecting it on Saturday. Went to get it from the post office today and they told me it was back on the truck.
21940,21935,2017-10-25 15:37:01+00:00,@AmazonHelp Check my order ID and the details I have shared with your online form.
2453250,2453251,2017-10-30 13:00:07+00:00,@AmazonHelp I didn't receive my parcel yesterday
1031731,1031735,2017-10-14 18:25:09+00:00,@AmazonHelp J’habite en seine maritime ?
1719230,1719231,2017-11-26 05:34:33+00:00,@AmazonHelp I have been telling repeatedly that my account was compromised and when I tried to gain access it was already blocked. I don't have the email of the account at the moment so to whom &amp; what to reply. But my 30k mobile is now a waste because of a invoice. Please help &amp; give invoice
1353510,1353515,2017-10-18 16:23:35+00:00,"@AmazonHelp Buenas tardes, no recibí el pedido ni durante el día de ayer ni de hoy y no encuentro cómo reclamarlo en la web."
419845,419864,2017-10-10 10:29:57+00:00,"@AmazonHelp Yes, but I confirmed over cust care that the order is confirmed and I have even got a mail from them."
36546,36543,2017-10-25 12:43:54+00:00,"@AmazonHelp No help received either from them. 
They have directed to  speak to KENSTAR"
755049,755056,2017-10-12 11:11:40+00:00,@AmazonHelp It's been 2 hrs. U said shortly. I wonder what happened to Amazon Standards. @115851 @1840
2847464,2847468,2017-11-27 20:30:41+00:00,@AmazonHelp Thank you
1547863,1547861,2017-10-17 03:05:16+00:00,@AmazonHelp Amazonカスタマーセンターって書いてるんですけどこれも騙すための文ですか？？
1258570,1258571,2017-10-26 08:56:23+00:00,@AmazonHelp Doesn't exactly scream #FreshFood #getprepped does it @53009?? 📦🥕🌽🍗 https://t.co/SYh3ltP6zZ
386184,386193,2017-10-09 13:47:09+00:00,"@AmazonHelp Just a refund, which has landed me in the position of trying to send the TV back without the original box."
2551326,2551330,2017-10-30 16:03:31+00:00,"@AmazonHelp I won’t lie, it’s niggles like this that make me question my prime renewal (due in ~16 days). Thanks though"
349239,349242,2017-10-08 13:10:22+00:00,@AmazonHelp Limited to Non-Prime members because my Brother and one of my friend got their invitation. Both of them don't have Prime (But I Have)
1505391,1505389,2017-11-03 16:55:09+00:00,@AmazonHelp Voici la réponse https://t.co/mKv90elOS1
981447,981448,2017-10-14 09:33:37+00:00,"@AmazonHelp ""this card is issued by SBI cards &amp; payment services pvt ltd "" is written on back side of the card."
1403205,1403206,2017-10-16 18:34:48+00:00,@AmazonHelp But why it's happening again and again guys...? Really not satisfied with the service...😕
288132,288094,2017-10-11 14:42:49+00:00,@AmazonHelp @115850  @132994  I did respond. It seeks another 12-24 hrs to work on issues. Alrdy  2 days delayed &amp; u doesnt know where the pkt is
547920,547921,2017-12-02 19:31:31+00:00,@AmazonHelp I don't want to return it. I ordered it because I wanted the item. But I was shipped one in a different quality than the one I ordered :(
1579687,1579688,2017-11-04 19:31:10+00:00,"@AmazonHelp Yep. My mail has already ran, and the tracking number doesn’t even provide correct updates....."
191751,191745,2017-10-06 02:49:23+00:00,"@AmazonHelp I Had Filled the Same Details which sent you as msg , don't make customers as fools 
Really Very Poor Customer Support @115850 @115821"
354422,354427,2017-10-12 02:19:48+00:00,@AmazonHelp will do thx
1081419,1081420,2017-10-23 21:11:42+00:00,"@AmazonHelp all sorted now, thank you!! 😌👏"
138193,138183,2017-11-24 15:23:09+00:00,"@AmazonHelp Es ist so, der Artikel ist gerade 44,95€ günstiger als sonst. ;)"
2510680,2510686,2017-10-31 04:12:33+00:00,@AmazonHelp Yes i bought amazon prime from prime video app
2141287,2141285,2017-11-08 23:07:21+00:00,"@AmazonHelp Lo spero,potreste verificare?"
434429,434422,2017-10-10 16:30:11+00:00,@AmazonHelp And still not received today
832889,832890,2017-10-13 06:52:55+00:00,"@AmazonHelp 184... :) Okay, 30 oder 40 sind Comics. Aber auch das dürfte nicht Stunden dauern."
124799,124814,2017-11-25 01:06:59+00:00,"@AmazonHelp ""Dream"" or nightmare? goes on: Got told to re-order for the delivery which is stated as delivered &amp; never did &amp; that I will be refunded. Then talks with @115821 Jamaika &amp; Cape Town with info to wait for 72hours now &amp; they cannot refund + police report needed #CustomerExperience"
1748568,1748570,2017-10-17 20:44:59+00:00,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA492774361000"
2884881,2884882,2017-11-28 13:52:11+00:00,@AmazonHelp thanks for your reply. I'm thinking about linking the dot to a different not unlimited account in the meantime. I don't really see the need for the family so far.
2192373,2192370,2017-11-09 20:43:14+00:00,@AmazonHelp If not arriving and I leave tomorrow what happens?
857038,857039,2017-10-13 14:21:18+00:00,"@AmazonHelp Nah it's nothing to do with that, every item I check on a Friday, in stock and dispatched by Amazon won't be delivered until Monday."
180258,180257,2017-10-04 11:38:36+00:00,"@AmazonHelp They didn't consult for my consent, he came today but left vidout delivering. Order fr Wells Fargo building. He refuses to came in &amp; left"
2841818,2841811,2017-11-27 17:12:13+00:00,@AmazonHelp une idée docteur ? 🤣
746606,746607,2017-09-28 15:51:22+00:00,"@AmazonHelp I have, yeah. Same result. Rebooted the ipad tho and everything working ok. Unusual, because normally updates work right out of the box."
2084560,2084561,2017-11-08 09:55:04+00:00,@AmazonHelp To stop her from buying/renting something accidentally
2922447,2922451,2017-11-29 02:33:58+00:00,@AmazonHelp Well the items are.. I was also offered a refund so  I can reorder it from the davenport center (FL) according to a super visor. She stated it may be a day faster but she couldn't promise anything. So I didnt worry about making it more difficult. So it's  clear they have it.
1205457,1205461,2017-11-02 14:49:22+00:00,@AmazonHelp I have contacted them through the above link 👆 Why I'm not getting an answer? @AmazonHelp does help right?
1721647,1721651,2017-11-07 11:37:14+00:00,@AmazonHelp No actually I wasn't. They didn't have an option to review but I did email them and they are taking care of it.
380750,380771,2017-10-10 17:36:14+00:00,@AmazonHelp Please can you private tweet me and I’ll send you my contact details
1531276,1531280,2017-11-03 20:35:04+00:00,"@AmazonHelp Yes, and it logged me into my account. I browse audiobooks but when I go to checkout there are no credits. https://t.co/FEEbDo2kPC"
179422,179415,2017-10-07 05:32:16+00:00,@AmazonHelp You have not replied for J7 prime
2935818,2935819,2017-11-29 11:10:09+00:00,@AmazonHelp Please be serious and close this . I am extremely disturbed by shopping at Amazon. I don't like getting cheated ! You folks are not addressing my problem! I am going every day 1 celebrity to stop using Amazon unless you replace fake product I have received!
2885661,2885662,2017-11-28 12:05:25+00:00,@AmazonHelp Thanks for the fast delivery. Amazon Prime membership is worth it. :)
2296042,2296043,2017-11-12 21:26:43+00:00,@AmazonHelp Yes but I asked for replacement! This is the 2nd del that your carriers are incapable of following instructions!! Last del was left on front door step and it went missing.
1450066,1450070,2017-11-02 17:35:18+00:00,@AmazonHelp All ready fixed this with my bank.
1772966,1772965,2017-11-08 02:20:02+00:00,"@AmazonHelp @532869 アプリ、Firefoxでも同様
イキナリ表示されなくなった
ツイートを見る限りだと結構起きている？
仕様変えた？
一体、どうなっているんだ？
早く、公式発表してくれんかなぁ
気持ち悪い"
2276018,2276016,2017-11-11 08:16:50+00:00,@AmazonHelp Ok.  Sent her the link.  Thanks guys
332353,332354,2017-10-07 19:13:30+00:00,@AmazonHelp how can you refund back to an account that doesn't exist?!
2410444,2410440,2017-11-14 16:39:44+00:00,@AmazonHelp  mercredi 15 novembre
2395795,2395796,2017-11-14 16:35:11+00:00,"@AmazonHelp Non rien d'anormal avec la poste (les retards on connait), j'ai commandé vendredi avec livraison aujourd'hui, mais la date a changé, pas de soucis au niveau d'Amazon c'est la poste qui n'est pas une valeur sure pour les colis, j'ai jamais reçu un colis dans les temps avec eux."
916547,916553,2017-10-22 05:39:21+00:00,"@AmazonHelp how can you say that, it was no way offensive , it was a feedback in simple English meeting to your guidelines."
1401459,1401466,2017-11-25 22:51:04+00:00,"@AmazonHelp the person in the amazon chat said it looks like USPS has the package already...too contact them. but according to their tracking...which again hasn't been updated since thursday...Your item was picked up by a shipping partner at 5:46 am on November 23, 2017 in RUSKIN, FL 33570."
783032,783028,2017-09-25 13:17:30+00:00,@AmazonHelp @13150 @115850 @117795#no update#noresolution more than#70 hours over.#customer care r dumb.when #saynotoamazon
417019,417024,2017-10-10 05:02:33+00:00,@AmazonHelp Already did that.. but of no use
493505,493506,2017-12-01 17:19:49+00:00,@AmazonHelp Nope. I've just spoken with customer services but they can't help apart from to tell me it's late and should arrive soon... Which isn't very helpful. Maybe I should have pre-ordered somewhere else.
1246344,1246346,2017-10-26 00:49:09+00:00,@AmazonHelp Yes just ordered something today and it says ready to ship but not coming til Monday. And it’s been everything lately
877018,877024,2017-10-14 00:59:32+00:00,"@AmazonHelp It says ""ships from and sold by https://t.co/s2iL5Cpv0X"""
420253,420257,2017-10-10 21:36:45+00:00,@AmazonHelp I never got it !! https://t.co/dENOyNcGBr
205245,205246,2017-11-25 02:29:12+00:00,@AmazonHelp It has not arrived yet. It was suppose to arrive today by 8pm.
1347617,1347618,2017-10-27 17:22:22+00:00,@AmazonHelp Dacc merci quand même
1495176,1495184,2017-11-03 12:14:40+00:00,@AmazonHelp Fait ✅
2107323,2107324,2017-11-26 13:28:50+00:00,@AmazonHelp Amazon logistics 🙄 nightmare delivery
2663006,2663017,2017-10-31 11:33:53+00:00,@AmazonHelp How many days before?
787159,787161,2017-10-12 10:38:20+00:00,@AmazonHelp D number shared is tracking id. Pls note if i wanted slow i would have written through amazon. But theres no way to reach u guys
358822,358826,2017-10-08 16:43:59+00:00,@AmazonHelp @115850 hire some humans with common sense who can understands the sentiments..!! Not just robots..!!
113747,113748,2017-11-23 20:55:12+00:00,@AmazonHelp What would be done to rectify the situation if it's not been delivered by then?.
1875445,1875446,2017-10-18 10:37:46+00:00,@AmazonHelp it’s given me a label to take to post office but the item is defective so was expecting a hermes collection...
180314,180313,2017-09-30 15:49:22+00:00,"@AmazonHelp I raised a return request but no pick up is there , it’s been 10 days now"
2757413,2757414,2017-11-21 03:30:46+00:00,@AmazonHelp Mañana 😍 Prime ha sido lo mejor que me ha pasado.
86199,86189,2017-11-30 14:13:26+00:00,@AmazonHelp At this point I want a new shipment of product via FedEx Express overnight.
1860991,1860988,2017-11-21 21:00:57+00:00,"@AmazonHelp Da es diese Version des Spiels nur bei Amazon UK zu kaufen gibt, denke ich nicht, das ein einfacher Umstausch möglich ist. Ist ja auch nur der Ausenkarton...aber bei dem Preis ärgert man sich schon wenn man eine verbeulte Verpackung hat."
1206123,1206124,2017-10-25 09:17:48+00:00,"@AmazonHelp わざわざありがとうございます！

一応出品者へ連絡はしてみました。"
1473295,1473296,2017-11-03 02:28:42+00:00,@AmazonHelp おお、公式からのリプありがとうございます！:-)
2230354,2230355,2017-11-10 15:37:06+00:00,"@AmazonHelp When do I get the Cash back for this Macbook Air laptop? Also please refund the delivery fee that you charged for early delivery by 11 am but could only deliver by 5:30 pm, inspite of my prime membership !!! @115850"
2545400,2545399,2017-11-16 13:50:58+00:00,"@AmazonHelp ありがとうございます。
遅い時間なので明日電話してみます。"
1370762,1370760,2017-10-27 23:51:12+00:00,@AmazonHelp  https://t.co/uYHbIcb5hQ
322280,322281,2017-10-07 14:18:10+00:00,@AmazonHelp She will start playing on Sonos but no commands to stop playing work. Unit lights up like she is listening but nothing happens 😕
2766226,2766222,2017-11-21 10:27:30+00:00,@AmazonHelp Thanks for the help. Resolved.
656096,656100,2017-11-23 12:04:15+00:00,"@AmazonHelp If i do that, i will be unable to use my computer for however long it takes to get a new one, this is the only keyboard i own...."
2795362,2795360,2017-11-22 03:02:10+00:00,@AmazonHelp Called and got hung up on Smh  @115821
64071,64067,2017-11-30 08:12:44+00:00,@AmazonHelp Right. I’ve been through this over and over again via chat and phone customer service agents. Nothing changes and I never have my actual issue solved; which is how Amazon handles problems. That support system isn’t designed to help beyond apologizing and issuing credits.
318232,318780,2017-10-07 10:59:37+00:00,@AmazonHelp Can you DM (direct message) since you have difficulties comprehending the English language
